Validator Name,Validator Address,Stride Delegations,Live Delegations,Delegations Minus Stride,Commission,CEX,Active,Uptime,Governance,Eligibility,Reason,Current Weight,New Weight
[ block pane ],osmovaloper1z0sh4s80u99l6y9d3vfy582p8jejeeu6tcucs2,40342007694,229735973226,189393965532,5.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<5/10 (fraction=0.000)",0.31%,
Staking Fund | REDELEGATE,osmovaloper1000ya26q2cmh399q4c5aaacd9lmmdqp9cwpvl4,6872140111,163630599474,156758459363,5.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<5/10 (fraction=0.000)",0.05%,
S16 Research Ventures,osmovaloper1uxn3xw4xzyvu3xka0fr7krsfzyp8af3eyyurzh,90228654435,244182693920,153954039485,5.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<5/10 (fraction=0.000)",0.69%,
REDELEGATE,osmovaloper1s33zct2zhhaf60x4a90cpe9yquw99jj0x8t08z,0,141830000557,141830000557,8.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<5/10 (fraction=0.000)",0.00%,
REDELEGATE I'M SHUTTING HER DOWN,osmovaloper1ls4kmz5v7ytwcqmmchkex970565j8q3d5s6gdw,25070585222,158995930072,133925344850,5.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<5/10 (fraction=0.000)",0.19%,
ushakov,osmovaloper1crg24mgm8l3qe7ej9l8t7tsttp40aaas4xmkhx,12598923538,146220736723,133621813185,5.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<5/10 (fraction=0.000)",0.10%,
Zenscape,osmovaloper13xfu3eeux3u80fxh9w4lpdg6fd34723cfgxnlv,0,130579280989,130579280989,5.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<5/10 (fraction=0.000)",0.00%,
Multiplex,osmovaloper182d2cjt4al2qxkrgx2kp3v8rvm2jc50ft8wz57,24561537807,146344152871,121782615064,5.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<5/10 (fraction=0.000)",0.19%,
NexuSecurus,osmovaloper1ta3zed9p4q2ynnpgrw7m63wqd9e4xg2pal6v97,0,121116393149,121116393149,10.00%,N,Y,0.996,,N,gov<5/10 (fraction=0.000),0.00%,
Atomic Nodes,osmovaloper1x2e2pnenh0mmc99cnp7sukngnt8lc4saljavr3,0,109944430398,109944430398,10.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<5/10 (fraction=0.000)",0.00%,
Hathor Node,osmovaloper1qx6kgrla69wmz90tn379p4kaux5prdkucgvfuf,34106176852,133728215601,99622038749,5.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<5/10 (fraction=0.000)",0.26%,
Do Not Delegate,osmovaloper14537vk6xr9qfptpw2090c589w7a8cm0e0wyv3u,15907731739,110083498964,94175767225,5.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<5/10 (fraction=0.000)",0.12%,
stake.systems | autocompound,osmovaloper1ualhu3fjgg77g485gmyswkq3w0dp7gysdcdgw2,14253327638,105023029970,90769702332,5.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<5/10 (fraction=0.000)",0.11%,
CryptoDungeon,osmovaloper13x4pynlp86prhcmtns742kgsgu7pjtzjz4a3nk,21507253313,112180765413,90673512100,5.00%,N,Y,0.99,6/8,Y,OK,0.16%,0.15%
