chain_id,validator_name,validator_address,target_weight
cosmoshub-4,🛡️Bunkerstake.io,cosmosvaloper1fs0vl7jem78pmhladkludtkun3cgkrwkt8czur,129
cosmoshub-4,crosnest,cosmosvaloper1fsg635n5vgc7jazz9sx5725wnc3xqgr7awxaag,0
cosmoshub-4,tessellated,cosmosvaloper1fun809ksxh87nzf88yashp9ynjz6xkscrtvzvw,0
cosmoshub-4,Provalidator,cosmosvaloper1g48268mu5vfp4wk7dk89r0wdrakm9p5xk0q50k,610
cosmoshub-4,Enigma,cosmosvaloper1gah0q9gqypnr7ufzg0dcda3k6v8qp4ceddn8fs,199
cosmoshub-4,Keplr,cosmosvaloper1gf3dm2mvqhymts6ksrstlyuu2m8pw6dhfp9md2,714
cosmoshub-4,stakewolle,cosmosvaloper1gf4wlkutql95j7wwsxz490s6fahlvk2s9xpwax,0
cosmoshub-4,ezstaking,cosmosvaloper1gjtvly9lel6zskvwtvlg5vhwpu9c9waw7sxzwx,0
cosmoshub-4,polkachu.com,cosmosvaloper1gp957czryfgyvxwn3tfnyy2f0t9g2p4pqeemx8,326
cosmoshub-4,stakelab,cosmosvaloper1gpx52r9h3zeul45amvcy2pysgvcwddxrgx6cnv,0
cosmoshub-4,iqlusion,cosmosvaloper1grgelyng2v6v3t8z87wu3sxgt9m5s03xfytvz7,0
cosmoshub-4,vortexlive,cosmosvaloper1gxju9ky3hwxvqqagrl3dxtl49kjpxq6wlqe6m5,0
cosmoshub-4,smartnodes,cosmosvaloper1hdrlqvyjfy5sdrseecjrutyws9khtxxaux62l7,0
cosmoshub-4,figment,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,0
cosmoshub-4,cosmosrescue,cosmosvaloper1hkqejlyrj9h8knms9hwvrnp9xhqvjqlseh06vq,138
cosmoshub-4,prism,cosmosvaloper1hmd535f69t3x262m6s9wc6jd0dmel2zevhyuhm,0
cosmoshub-4,chainflow,cosmosvaloper1j0vaeh27t4rll7zhmarwcuq8xtrmvqhudrgcky,0
cosmoshub-4,stakewithus,cosmosvaloper1jlr62guqwrwkdt4m3y00zh2rrsamhjf9num5xr,0
cosmoshub-4,blocksunited,cosmosvaloper1jmykcq8gylmy5tgqtel4xj4q62fdt49sl584xd,0
cosmoshub-4,Node Guardians,cosmosvaloper1jst8q8flpn94u9uvkpae8mrkk3a5pjhxx529z2,124
cosmoshub-4,sygnum,cosmosvaloper1jx7uhnrg8pylqydtxwykc288mzh24866emytpa,0
cosmoshub-4,ping,cosmosvaloper1jxv0u20scum4trha72c7ltfgfqef6nsch7q6cu,0
cosmoshub-4,Stakecito,cosmosvaloper1k2d9ed9vgfuk2m58a2d80q9u6qljkh4vfaqjfq,430
cosmoshub-4,Trust Nodes,cosmosvaloper1k6e7l0lz497l8njqjxpd3g4wlkdfwe93uqf03k,337
cosmoshub-4,defiwallet,cosmosvaloper1keltez56g3zm9w8wr8gcmmulze48g2q3usuw8c,0
cosmoshub-4,chainlayer,cosmosvaloper1kgddca7qj96z0qcxr2c45z73cfl0c75p7f3s2e,0
cosmoshub-4,huobi,cosmosvaloper1kn3wugetjuy4zetlq6wadchfhvu3x740ae6z6x,0
