Validator Name,Validator Address,Stride Delegations,Live Delegations,Delegations Minus Stride,Commission,CEX,Active,Uptime,Governance,Eligibility,Reason,Current Weight,New Weight
wavefive,celestiavaloper1cmaga4f6f7pttuwzfldn9067ld3090uw0e6zq8,0,3568316555951,3568316555951,20.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
Smart Stake,celestiavaloper1tzm96yvupy3egtpg6uw0s2f4c85qayw3afwetd,18888058041,3585974608251,3567086550210,20.00%,N,Y,0.99,7/7,Y,OK,3.37%,4.02%
CroutonDigital,celestiavaloper1nxdm2vdl9xmmekauu3yfhq49t6vqc5cph2dj3s,0,3566234148751,3566234148751,20.00%,N,Y,0.981,6/6,Y,OK,0.00%,4.02%
quantumcore,celestiavaloper1m30w6dmf50cchetyjqrapz3d9ndq9ra8mp655t,0,3530401113902,3530401113902,25.00%,N,Y,0.84,2/3,N,"commission>20%, uptime<95% (u=0.840)",0.00%,
alphab.ai,celestiavaloper1v987evnk7hsqct7smdqpxqprhvlcxgt43kyewc,0,3524866543863,3524866543863,25.00%,N,Y,0.866,7/7,N,"commission>20%, uptime<95% (u=0.866)",0.00%,
ECAD Infra,celestiavaloper1m7xh6ms0cxhguzgfjnagx4nrzem8hf68qzdf7f,0,3510598554612,3510598554612,20.00%,N,Y,0.955,2/3,Y,OK,0.00%,3.96%
BlockPro,celestiavaloper1u26y4tgp5g099wx947raq8lwmxyh495nkqet9t,0,3508485609299,3508485609299,25.00%,N,Y,0.878,,N,"commission>20%, uptime<95% (u=0.878), gov<2/5 (fraction=0.000)",0.00%,
[NODERS],celestiavaloper139mu0a0ucz0gmrkavm5wjar2lpx7yvxq3e25e5,0,3506560420619,3506560420619,20.00%,N,Y,0.907,6/6,N,uptime<95% (u=0.907),0.00%,
deNodes,celestiavaloper1lxfvm8rcflcnvrtmmds95vvatxfasna2vqfaww,0,3503711260587,3503711260587,25.00%,N,Y,0.972,4/4,N,commission>20%,0.00%,
STAKEME,celestiavaloper1vfkgjmjxkvj0kfnzf5jkjzkj7wn3ms8d83ljks,0,3501193193778,3501193193778,20.00%,N,Y,0.795,7/7,N,uptime<95% (u=0.795),0.00%,
BlackNodes,celestiavaloper1wgrc4gcdxgryaz5zgjsfav5v0a4w9a55uzkwkq,0,3501034789078,3501034789078,20.00%,N,Y,0.734,3/4,N,uptime<95% (u=0.734),0.00%,
F5 Nodes,celestiavaloper1lm4jtr6wjwpamz2e9wlgzdazly3vnwqy53t5t4,0,3500979525765,3500979525765,25.00%,N,Y,0.893,7/7,N,"commission>20%, uptime<95% (u=0.893)",0.00%,
CosmoWiz,celestiavaloper14lpj0cetmg4ayshv5nlckjt0whwlvfdcpu9ux6,0,3500891453532,3500891453532,25.00%,N,Y,0.956,6/6,N,commission>20%,0.00%,
DTEAM,celestiavaloper1903nlmjss20garjvtjgm78v0peauc7xg0w48js,0,3500607326557,3500607326557,20.00%,N,Y,0.807,3/3,N,uptime<95% (u=0.807),0.00%,
node101,celestiavaloper13v2jzm0w8yuw7p30cc4h4p3shv2vd7sq07et3q,0,3500588598135,3500588598135,20.00%,N,Y,0.744,3/3,N,uptime<95% (u=0.744),0.00%,
LuckyResearch Labs,celestiavaloper1avucsu4m8megk3h2sy8fzagag0upa4zyjst24t,0,3500367828291,3500367828291,25.00%,N,Y,0.737,1/1,N,"commission>20%, uptime<95% (u=0.737)",0.00%,
TTT VN,celestiavaloper1sjpn0l03xw9m8v9qg5f7yfknydxmqxezvljss4,0,3500361957716,3500361957716,25.00%,N,Y,0.895,5/5,N,"commission>20%, uptime<95% (u=0.895)",0.00%,
bitszn,celestiavaloper1uw5jj229cjuanluduy0f0kmaej4qnl3rhsa5e5,0,3500225936453,3500225936453,25.00%,N,Y,0.902,7/7,N,"commission>20%, uptime<95% (u=0.902)",0.00%,
VALIDEXIS,celestiavaloper1w9es9kv6ccd44yp3nj7e40p8nyul0dltf9yna4,0,3500034600000,3500034600000,25.00%,N,Y,0.84,,N,"commission>20%, uptime<95% (u=0.840), gov<2/5 (fraction=0.000)",0.00%,
ChainTrails Team | 🛠️,celestiavaloper1vxw3hag7gx5xx2z7j86q5k5t2803he5lq88xdh,0,3500009473930,3500009473930,25.00%,N,Y,0.823,2/3,N,"commission>20%, uptime<95% (u=0.823)",0.00%,
CHAIN DIGITAL,celestiavaloper1t0uga8qxyxacv50ljjjwjw9c2z9y07ekmrzp8u,0,3500008926107,3500008926107,25.00%,N,Y,0.829,,N,"commission>20%, uptime<95% (u=0.829), gov<2/5 (fraction=0.000)",0.00%,
Endorphine Stake,celestiavaloper1gyrwsnkmz69wgfd7zmd32gktqm7qd66e6j4vrq,0,3500005955798,3500005955798,25.00%,N,Y,0.8,3/3,N,"commission>20%, uptime<95% (u=0.800)",0.00%,
pro-nodes75,celestiavaloper18jfnwguaqsmpu4fhyk8y8phdurmwtjuy6puw6e,0,3392034540508,3392034540508,25.00%,N,Y,0.793,0/1,N,"commission>20%, uptime<95% (u=0.793), gov<2/5 (fraction=0.000)",0.00%,
NodeStake-2,celestiavaloper1w4ady9wwe58ylcrrg02q938hvd3862d5lvw85e,0,3000004301407,3000004301407,25.00%,N,Y,0.987,,N,"commission>20%, gov<2/5 (fraction=0.000)",0.00%,
polkachu.com,celestiavaloper1jgqewpzn7dww5tlpnkypm72fm8tjznmw7ll7ls,9359957521,2883504266188,2874144308667,20.00%,N,Y,0.999,7/7,Y,force_included (PoA partner),1.67%,3.24%
CUCK.,celestiavaloper1jkuw8rxxrsgn9pq009987kzelkp46cgcaa7lhj,0,2431715513536,2431715513536,20.00%,N,Y,0.934,1/7,N,"uptime<95% (u=0.934), gov<2/5 (fraction=0.143)",0.00%,
Nansen | Stake to Stack Points,celestiavaloper1c9ye54e3pzwm3e0zpdlel6pnavrj9qqvjeqh0m,33796732972,2435539157142,2401742424170,20.00%,N,Y,0.879,5/7,N,uptime<95% (u=0.879),6.03%,
Swiss Staking,celestiavaloper1u4vhh70lwlt2va7hw5evzl6sap92t0m9nqzmud,0,2168577932536,2168577932536,20.00%,N,Y,0.927,1/7,N,"uptime<95% (u=0.927), gov<2/5 (fraction=0.143)",0.00%,
Redelegate to another validator.,celestiavaloper1evu846d408jdz5ju4883gtq9pnjvs8hz9cqnwr,0,2006214374769,2006214374769,20.00%,N,N,,,N,"inactive, name_excluded (redelegate), uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
BlackBlocks,celestiavaloper1knn88yl08ctsdrtxvfp39jywt7rph9ptv7532y,7902718617,1849968059969,1842065341352,20.00%,N,Y,0.98,4/7,Y,OK,1.41%,2.08%
iqlusion,celestiavaloper1ft2sjkdx9w0qrzchu83mn4p0ujmv83ucwxvrat,0,1836267107761,1836267107761,20.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
Colossus,celestiavaloper12zvew6zvvz9qajhwscuc6jrauma5a9tzvf5jey,0,1818592487253,1818592487253,20.00%,N,Y,0.99,0/7,N,gov<2/5 (fraction=0.000),0.00%,
Allnodes,celestiavaloper1rcm7tth05klgkqpucdhm5hexnk49dfda3l3hak,8799481013,1535171311583,1526371830570,20.00%,N,Y,0.997,7/7,Y,OK,1.57%,1.72%
NodeStake,celestiavaloper19f0w9svr905fhefusyx4z8sf83j6et0g57nch8,24829108957,1511360791007,1486531682050,20.00%,N,Y,0.916,7/7,N,uptime<95% (u=0.916),4.43%,
ValiDAO,celestiavaloper1gfn5m2vjqk4kcdg2zwhzgpvu60jz0f9duhu594,7566432714,1189536757096,1181970324382,20.00%,N,Y,0.972,6/7,Y,OK,1.35%,1.33%
Lavender.Five Nodes 🐝,celestiavaloper140l6y2gp3gxvay6qtn70re7z2s0gn57zcvqd22,4539859609,720612357272,716072497663,20.00%,N,Y,0.961,7/7,Y,force_included (PoA partner),0.81%,0.81%
SHUTDOWN | REDELEGATE,celestiavaloper1u825srldhev7t4wnd3hplhrphahjfk7ff3wfdr,0,688454133880,688454133880,20.00%,N,N,,,N,"inactive, name_excluded (redelegate), uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
SHUTTING DOWN 25/04/2026 - REDELEGATE,celestiavaloper1ryyzale2qcp3e35k0ze3kc0mpfdtw9jagcss3k,0,555941290088,555941290088,20.00%,N,N,,,N,"inactive, name_excluded (redelegate), uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
Go,celestiavaloper1uvytvhunccudw8fzaxvsrumec53nawyj939gj9,0,428808486731,428808486731,20.00%,N,Y,0.808,0/7,N,"uptime<95% (u=0.808), gov<2/5 (fraction=0.000)",0.00%,
Gate Earn,celestiavaloper1w69gjdu5apx3cychjlhuzu238mkw0mdpmtd2eq,0,373051087594,373051087594,20.00%,N,Y,0.755,,N,"uptime<95% (u=0.755), gov<2/5 (fraction=0.000)",0.00%,
FreshSTAKING,celestiavaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj8g0ng0,0,365325447660,365325447660,20.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
Node Guardians,celestiavaloper1m58punvt32u07ra4p6x7krgxakye3m90rzgm4c,0,342051947130,342051947130,20.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
StakingCabin,celestiavaloper1vdp8q3v72mntewqqak56yk3gzz7h5ukmeym9hk,0,301253753880,301253753880,20.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
Chiter in Cosmos ⚛,celestiavaloper1ga4wavedkz3xrmhhtxgzxdrtysfpawnsksdx9y,0,200720222589,200720222589,20.00%,N,Y,0.958,2/2,Y,OK,0.00%,0.23%
Nocturnal Labs | Shutting down on 02/28,celestiavaloper1zqjpfxtv3yp6kdlgra4hc9zehxgvpaw82hxr5w,2522144203,164757283677,162235139474,20.00%,N,N,,,N,"inactive, name_excluded (shutting down), uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.45%,
ZKV,celestiavaloper187avawwq7qhanrkxf45mayztdqsr49hu8lezdh,19672725135,167280063642,147607338507,20.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",3.51%,
Sunsetting please undelegate,celestiavaloper1e2p4u5vqwgum7pm9vhp0yjvl58gvhfc6yfatw4,0,136534524366,136534524366,20.00%,N,N,,,N,"inactive, name_excluded (undelegate), uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
"Frens (🤝,🤝)",celestiavaloper1ej2es5fjztqjcd4pwa0zyvaevtjd2y5wh8xeg4,0,114850211761,114850211761,20.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
XPRV,celestiavaloper1nwu3ugynh8m6r7aphv0uxnca84t7gnruvyye9c,17430819131,97105077210,79674258079,20.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",3.11%,
POSTHUMAN 🧬 StakeDrop,celestiavaloper1snun9qqk9eussvyhkqm03lz6f265ekhnnlw043,0,64565357369,64565357369,20.00%,N,Y,0.918,5/5,N,uptime<95% (u=0.918),0.00%,
AI,celestiavaloper1v5hrqlv8dqgzvy0pwzqzg0gxy899rm4klzxm07,0,62347924485,62347924485,20.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
don’t stake,celestiavaloper1eualhqh07w7p45g45hvrjagkcxsfnflzdw5jzg,0,60071601442,60071601442,20.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
Lemniscap,celestiavaloper12t63cy8kn5n7qw77xvjn00ymcr0uuvz2vh8p79,0,53928611490,53928611490,20.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
DO NOT DELEGATE,celestiavaloper1463wx5xkus5hyugyecvlhv9qpxklz62kyhwcts,0,50295345979,50295345979,20.00%,N,N,,,N,"inactive, name_excluded (do not delegate), uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
Stake🦑Squid,celestiavaloper1l0zmpm02u240crndlj7hkvlj5azuglv4emfczt,0,47939727555,47939727555,20.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
<decommissioned>,celestiavaloper1kd94m7dsh87fdqs2mcdpqz0as64mp6f0mq3nge,0,39755511206,39755511206,20.00%,N,N,,,N,"inactive, name_excluded (decommissioned), uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
StakeLab.zone,celestiavaloper1lqfqp2w65pjsu6hg3qg4qfp4t2t6da4a3gg8ad,0,37749112237,37749112237,20.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
Astria,celestiavaloper1a74k6chmgked2c5rl8memt4rcngxe5cepsqxw8,0,33417272180,33417272180,20.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
"[Sunsetting, please redelegate] | Forbole",celestiavaloper1593ns00rftlqp2gyu6wdmrqpgv5frv0hsf4sw2,0,28782028141,28782028141,20.00%,N,N,,,N,"inactive, name_excluded (redelegate), uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
LatamNodes,celestiavaloper14v4ush42xewyeuuldf6jtdz0a7pxg5fwrlumwf,8014813915,36198688694,28183874779,20.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",1.43%,
Twinstake,celestiavaloper1mhux0vt6qszz8qwv8axggt02jjm7tuvdfhz78j,0,24639011259,24639011259,20.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
strangelove,celestiavaloper1sl97x54v0u3extuj2zrf7h0qrrtpgpslfrjjry,0,23968016628,23968016628,20.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
Staker Space,celestiavaloper1qdfdh8stxpkj4zz46x2n9ejyyy9h0c86425yjm,0,16468179413,16468179413,20.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
Apollo,celestiavaloper1mcjmn4s8ee5ce0wsuat98kqxggfrhk04te0d38,0,15546897944,15546897944,20.00%,N,Y,0.937,,N,"uptime<95% (u=0.937), gov<2/5 (fraction=0.000)",0.00%,
Meria,celestiavaloper1yecxnyegvgm5dwsx0r3jsgr74ju6mlxdwkxx8g,0,13656951250,13656951250,20.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
Windinig down,celestiavaloper19y52qzj4hxw0u68krfptkjlm77cvth8dgum7yu,0,12584026508,12584026508,20.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
MyStake,celestiavaloper1mrguq0xxlffujne270k90s3vmjetxcr48qnu7m,0,11181339233,11181339233,20.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
PLEASE REDELEGATE - CLOSING | ChainodeTech,celestiavaloper1qxeza0sa037u35p3ze8p7ka7emajvydnyjlp07,0,10201873112,10201873112,20.00%,N,N,,,N,"inactive, name_excluded (redelegate), uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
bitwise,celestiavaloper17gtfnhhcgz7ltnkn8vaqaqjuujvu2vqf2pe9c7,0,10124811970,10124811970,20.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
Kiln (legacy - please redelegate),celestiavaloper1djqecw6nn5tydxq0shan7srv8j65clsfmnxcfu,0,9343394754,9343394754,20.00%,N,N,,,N,"inactive, name_excluded (redelegate), uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
StakeUp,celestiavaloper18qglp3zgm8d4jf76q2t85kn5as42qqumfgap6d,0,8420009399,8420009399,20.00%,N,Y,0.747,,N,"uptime<95% (u=0.747), gov<2/5 (fraction=0.000)",0.00%,
validator,celestiavaloper1w82zftrzrfz6fw73lgxxdtp395w2rk0glrf9pg,0,8370488144,8370488144,20.00%,N,Y,0.94,2/2,N,uptime<95% (u=0.940),0.00%,
Conqueror,celestiavaloper10f8l8m4879h40848rsvxat797t3a5ghgdsjgzl,0,8135794493,8135794493,20.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
MZONDER,celestiavaloper1demcj83q7nxt6gtqxlu7qsmwqpt4jspj3alr92,0,7929302645,7929302645,20.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
Staking4All,celestiavaloper19kr4f4ndyek6kwa0vt3w4un8he0tkekufa8t2g,0,7874638718,7874638718,20.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
kooltek68,celestiavaloper1ax83exaawlmy5p2qn22gcynrchwdntt5xvj0qu,0,7725576507,7725576507,20.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
Gunter,celestiavaloper1pavac9yrlgwyw6v9yx84sttc96n9ee9zrja2u7,0,7587325679,7587325679,20.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
<decommissioned>,celestiavaloper1cj45qyagkujxgdgv8lgjur56zjxtrsy40g3pw3,0,7167450666,7167450666,20.00%,N,N,,,N,"inactive, name_excluded (decommissioned), uptime<95% (u=0.000), gov<2/5 (fraction=0.000)",0.00%,
Atlas Staking,celestiavaloper1nqmlarcexrptv297cxe0fxp2veadgfcqvjc9jn,0,6555363992,6555363992,20.00%,N,Y,0.868,,N,"uptime<95% (u=0.868), gov<2/5 (fraction=0.000)",0.00%,
